ManufacturingDif,ServicesDif,CCDif,BPDif,TotalDif,Open,High,Low,Close,HighPercentDif,LowPercentDif,ClosePercentDif,Lag1HighPercentDif,Lag1LowPercentDif,Lag1ClosePercentDif,Lag2HighPercentDif,Lag2LowPercentDif,Lag2ClosePercentDif,Position,WeekVal
-2,-2,1,0,-3,1.4218,1.4284,1.3838,1.4153,-0.020301783,-0.025973112,-0.008199019,0.010991319,0.0125740714,-0.017555938,-0.020301783,-0.025973112,0.0233918129,Sell,2011W28
-2,-2,1,0,-3,1.4543,1.458,1.4207,1.427,0.0017864505,0.0073028928,-0.017555938,-0.020301783,-0.025973112,0.0233918129,0.0017864505,0.0073028928,-0.008245406,Hold,2011W27
-2,-2,1,0,-3,1.4193,1.4554,1.4104,1.4525,0.0076156189,-0.001698754,0.0233918129,0.0017864505,0.0073028928,-0.008245406,0.0076156189,-0.001698754,-0.002578757,Hold,2011W26
0,-3,-1,0,-4,1.4275,1.4444,1.4128,1.4193,-0.003930763,0.0038368623,-0.008245406,0.0076156189,-0.001698754,-0.002578757,-0.003930763,0.0038368623,-0.019744483,Sell,2011W25
0,-3,-1,0,-4,1.4331,1.4501,1.4074,1.4311,-0.013470304,-0.017384626,-0.002578757,-0.003930763,0.0038368623,-0.019744483,-0.013470304,-0.017384626,0.0218514381,Sell,2011W24
0,-3,-1,0,-4,1.463,1.4699,1.4323,1.4348,0.0036872653,0.0046293049,-0.019744483,-0.013470304,-0.017384626,0.0218514381,0.0036872653,0.0046293049,0.0119392441,Hold,2011W23
0,-3,-1,0,-4,1.4315,1.4645,1.4257,1.4637,0.0223385689,0.0204709756,0.0218514381,0.0036872653,0.0046293049,0.0119392441,0.0223385689,0.0204709756,0.0024077615,Buy,2011W22
-1,-3,0,0,-4,1.4132,1.4325,1.3971,1.4324,-0.001603011,-0.005551997,0.0119392441,0.0223385689,0.0204709756,0.0024077615,-0.001603011,-0.005551997,-0.013207547,Hold,2011W21
-1,-3,0,0,-4,1.4081,1.4348,1.4049,1.4155,-0.006646358,-0.001279591,0.0024077615,-0.001603011,-0.005551997,-0.013207547,-0.006646358,-0.001279591,-0.033238752,Hold,2011W20
-1,-3,0,0,-4,1.437,1.4444,1.4067,1.4121,-0.033264172,-0.016981132,-0.013207547,-0.006646358,-0.001279591,-0.033238752,-0.033264172,-0.016981132,0.0169002473,Sell,2011W19
-1,-3,0,0,-4,1.4825,1.4941,1.431,1.431,0.0038296157,-0.012763022,-0.033238752,-0.033264172,-0.016981132,0.0169002473,0.0038296157,-0.012763022,0.0085920177,Hold,2011W18
-1,-1,3,0,1,1.4561,1.4884,1.4495,1.4802,0.0159726962,0.0239474428,0.0169002473,0.0038296157,-0.012763022,0.0085920177,0.0159726962,0.0239474428,-0.003383744,Buy,2011W17
-1,-1,3,0,1,1.4418,1.465,1.4156,1.4556,0.0087447497,-0.014549252,0.0085920177,0.0159726962,0.0239474428,-0.003383744,0.0087447497,-0.014549252,0.0175672827,Hold,2011W16
-1,-1,3,0,1,1.4456,1.4523,1.4365,1.4432,0.0022082672,0.0150508762,-0.003383744,0.0087447497,-0.014549252,0.0175672827,0.0022082672,0.0150508762,0.0104373757,Hold,2011W15
-1,-1,3,0,1,1.4226,1.4491,1.4152,1.4481,0.0170550253,0.0092711453,0.0175672827,0.0022082672,0.0150508762,0.0104373757,0.0170550253,0.0092711453,-0.006700049,Buy,2011W14
-1,-1,3,0,1,1.4048,1.4248,1.4022,1.4231,-0.000280662,-0.002134927,0.0104373757,0.0170550253,0.0092711453,-0.006700049,-0.000280662,-0.002134927,0.0193386053,Hold,2011W13
-2,-4,0,0,-6,1.4184,1.4252,1.4052,1.4084,0.0045816593,0.0142186936,-0.006700049,-0.000280662,-0.002134927,0.0193386053,0.0045816593,0.0142186936,-0.005362889,Hold,2011W12
-2,-4,0,0,-6,1.3964,1.4187,1.3855,1.4179,0.0104700855,0.0074898197,0.0193386053,0.0045816593,0.0142186936,-0.005362889,0.0104700855,0.0074898197,0.0170169442,Buy,2011W11
-2,-4,0,0,-6,1.3998,1.404,1.3752,1.391,0.0022128632,0.0029171529,-0.005362889,0.0104700855,0.0074898197,0.0170169442,0.0022128632,0.0029171529,0.0039424692,Hold,2011W10
-2,-4,0,0,-6,1.3759,1.4009,1.3712,1.3985,0.0123572771,0.0138262477,0.0170169442,0.0022128632,0.0029171529,0.0039424692,0.0123572771,0.0138262477,0.0109233154,Buy,2011W09
-3,-5,-1,0,-9,1.3702,1.3838,1.3525,1.3751,0.0087476308,0.0072237116,0.0039424692,0.0123572771,0.0138262477,0.0109233154,0.0087476308,0.0072237116,-0.002723392,Buy,2011W08
-3,-5,-1,0,-9,1.351,1.3718,1.3428,1.3697,-0.002109551,-0.005185953,0.0109233154,0.0087476308,0.0072237116,-0.002723392,-0.002109551,-0.005185953,-0.001983398,Hold,2011W07
-3,-5,-1,0,-9,1.3564,1.3747,1.3498,1.3549,-0.008296061,-0.003249151,-0.002723392,-0.002109551,-0.005185953,-0.001983398,-0.008296061,-0.003249151,-0.000367161,Sell,2011W06
-3,-5,-1,0,-9,1.3599,1.3862,1.3542,1.3586,0.0074127907,0.0003693581,-0.001983398,-0.008296061,-0.003249151,-0.000367161,0.0074127907,0.0003693581,0.0180159976,Hold,2011W05
-1,-4,1,0,-4,1.3638,1.376,1.3537,1.3613,0.0096118571,0.0219688963,-0.000367161,0.0074127907,0.0003693581,0.0180159976,0.0096118571,0.0219688963,0.0354516603,Hold,2011W04
-1,-4,1,0,-4,1.3384,1.3629,1.3246,1.3618,0.0127061971,0.0289753748,0.0180159976,0.0096118571,0.0219688963,0.0354516603,0.0127061971,0.0289753748,-0.034382241,Buy,2011W03
-1,-4,1,0,-4,1.2882,1.3458,1.2873,1.3377,0.0016373921,-0.00255695,0.0354516603,0.0127061971,0.0289753748,-0.034382241,0.0016373921,-0.00255695,0.0198963257,Hold,2011W02
-1,-4,1,0,-4,1.3348,1.3436,1.2906,1.2919,0.0006702912,-0.012774421,-0.034382241,0.0016373921,-0.00255695,0.0198963257,0.0006702912,-0.012774421,-0.004855105,Hold,2011W01
-5,-4,3,0,-6,1.3116,1.3427,1.3073,1.3379,0.0168118137,0.0013020833,0.0198963257,0.0006702912,-0.012774421,-0.004855105,0.0168118137,0.0013020833,-0.003929273,Buy,2010W52
-5,-4,3,0,-6,1.3182,1.3205,1.3056,1.3118,-0.021851852,-0.005863093,-0.004855105,0.0168118137,0.0013020833,-0.003929273,-0.021851852,-0.005863093,-0.013492359,Sell,2010W51
-5,-4,3,0,-6,1.3207,1.35,1.3133,1.3182,0.0058113545,-0.002354907,-0.003929273,-0.021851852,-0.005863093,-0.013492359,0.0058113545,-0.002354907,0.0129879937,Hold,2010W50
-5,-4,3,0,-6,1.3383,1.3422,1.3164,1.3234,0.000298107,0.0153490166,-0.013492359,0.0058113545,-0.002354907,0.0129879937,0.000298107,0.0153490166,-0.032439541,Hold,2010W49
-5,-4,3,0,-6,1.3285,1.3418,1.2965,1.3415,-0.026905504,-0.017728616,0.0129879937,0.000298107,0.0153490166,-0.032439541,-0.026905504,-0.017728616,-0.00043818,Hold,2010W48
-5,-3,5,0,-3,1.3717,1.3789,1.3199,1.3243,0.0026905177,-0.018588743,-0.032439541,-0.026905504,-0.017728616,-0.00043818,0.0026905177,-0.018588743,-0.024298133,Hold,2010W47
-5,-3,5,0,-3,1.3712,1.3752,1.3449,1.3687,-0.023780791,-0.009135784,-0.00043818,0.0026905177,-0.018588743,-0.024298133,-0.023780791,-0.009135784,0.0060215054,Sell,2010W46
-5,-3,5,0,-3,1.4053,1.4087,1.3573,1.3693,-0.013791655,-0.020918993,-0.024298133,-0.023780791,-0.009135784,0.0060215054,-0.013791655,-0.020918993,-0.000143349,Sell,2010W45
-5,-3,5,0,-3,1.3964,1.4284,1.3863,1.4034,0.0142725272,0.0093192574,0.0060215054,-0.013791655,-0.020918993,-0.000143349,0.0142725272,0.0093192574,-0.001931469,Buy,2010W44
-6,-1,4,0,-3,1.3958,1.4083,1.3735,1.395,0.0021347755,0.002627929,-0.000143349,0.0142725272,0.0093192574,-0.001931469,0.0021347755,0.002627929,0.0025819408,Hold,2010W43
-6,-1,4,0,-3,1.3977,1.4053,1.3699,1.3952,-0.007556497,-0.005445041,-0.001931469,0.0021347755,0.002627929,0.0025819408,-0.007556497,-0.005445041,0.0109483759,Sell,2010W42
-6,-1,4,0,-3,1.3995,1.416,1.3774,1.3979,0.0091939277,0.0099721367,0.0025819408,-0.007556497,-0.005445041,0.0109483759,0.0091939277,0.0099721367,0.0223111704,Buy,2010W41
-6,-1,4,0,-3,1.3793,1.4031,1.3638,1.3943,0.0170339229,0.0190540238,0.0109483759,0.0091939277,0.0099721367,0.0223111704,0.0170339229,0.0190540238,0.0339515635,Buy,2010W40
-6,-1,4,0,-3,1.3482,1.3796,1.3383,1.3792,0.0220773448,0.0272490021,0.0223111704,0.0170339229,0.0190540238,0.0339515635,0.0220773448,0.0272490021,0.029022082,Buy,2010W39
-7,0,4,0,-3,1.3055,1.3498,1.3028,1.3491,0.0255280353,0.0255037783,0.0339515635,0.0220773448,0.0272490021,0.029022082,0.0255280353,0.0255037783,-0.01674938,Buy,2010W38
-7,0,4,0,-3,1.2709,1.3162,1.2704,1.3048,0.0186518071,0.0046658758,0.029022082,0.0255280353,0.0255037783,-0.01674938,0.0186518071,0.0046658758,0.0102624363,Buy,2010W37
-7,0,4,0,-3,1.289,1.2921,1.2645,1.268,0.001627907,0.0015048313,-0.01674938,0.0186518071,0.0046658758,0.0102624363,0.001627907,0.0015048313,0.0044853636,Hold,2010W36
-7,0,4,0,-3,1.2768,1.29,1.2626,1.2896,0.0093106956,0.0030984349,0.0102624363,0.001627907,0.0015048313,0.0044853636,0.0093106956,0.0030984349,-0.003450439,Buy,2010W35
-8,-2,5,0,-5,1.2706,1.2781,1.2587,1.2765,-0.011217701,-0.006080227,0.0044853636,0.0093106956,0.0030984349,-0.003450439,-0.011217701,-0.006080227,-0.040120437,Hold,2010W34
-8,-2,5,0,-5,1.2761,1.2926,1.2664,1.2708,-0.028850488,-0.006745098,-0.003450439,-0.011217701,-0.006080227,-0.040120437,-0.028850488,-0.006745098,0.0181637032,Sell,2010W33
-8,-2,5,0,-5,1.3292,1.331,1.275,1.2752,-0.00194961,-0.023287881,-0.040120437,-0.028850488,-0.006745098,0.0181637032,-0.00194961,-0.023287881,0.0109243046,Sell,2010W32
-8,-2,5,0,-5,1.3063,1.3336,1.3054,1.3285,0.0173163475,0.0137454376,0.0181637032,-0.00194961,-0.023287881,0.0109243046,0.0173163475,0.0137454376,-0.002010361,Buy,2010W31
-9,-4,-2,0,-15,1.2903,1.3109,1.2877,1.3048,0.0059857263,0.0113091966,0.0109243046,0.0173163475,0.0137454376,-0.002010361,0.0059857263,0.0113091966,0.0234232808,Buy,2010W30
-9,-4,-2,0,-15,1.2896,1.3031,1.2733,1.2907,0.001614143,0.0167691448,-0.002010361,0.0059857263,0.0113091966,0.0234232808,0.001614143,0.0167691448,0.0058903128,Hold,2010W29
-9,-4,-2,0,-15,1.2642,1.301,1.2523,1.2933,0.0223968566,0.003365115,0.0234232808,0.001614143,0.0167691448,0.0058903128,0.0223968566,0.003365115,0.0150278743,Buy,2010W28
-9,-4,-2,0,-15,1.2559,1.2725,1.2481,1.2637,0.0086398224,0.0270737327,0.0058903128,0.0223968566,0.003365115,0.0150278743,0.0086398224,0.0270737327,-0.000807298,Buy,2010W27
-9,-4,-2,0,-15,1.2374,1.2616,1.2152,1.2563,0.0117080994,-0.004750205,0.0150278743,0.0086398224,0.0270737327,-0.000807298,0.0117080994,-0.004750205,0.0226203253,Hold,2010W26
-10,-5,0,0,-15,1.244,1.247,1.221,1.2377,0.0041066108,0.0077583361,-0.000807298,0.0117080994,-0.004750205,0.0226203253,0.0041066108,0.0077583361,0.0114395458,Hold,2010W25
-10,-5,0,0,-15,1.2127,1.2419,1.2116,1.2387,0.021719457,0.0200370433,0.0226203253,0.0041066108,0.0077583361,0.0114395458,0.021719457,0.0200370433,-0.02396088,Buy,2010W24
-10,-5,0,0,-15,1.1948,1.2155,1.1878,1.2113,-0.0162674,-0.006523921,0.0114395458,0.021719457,0.0200370433,-0.02396088,-0.0162674,-0.006523921,-0.02409926,Hold,2010W23
-10,-5,0,0,-15,1.2276,1.2356,1.1956,1.1976,-0.016398663,-0.016371863,-0.02396088,-0.0162674,-0.006523921,-0.02409926,-0.016398663,-0.016371863,0.0169861684,Sell,2010W22
-12,-3,4,0,-11,1.2548,1.2562,1.2155,1.227,-0.008915187,0.0008233841,-0.02409926,-0.016398663,-0.016371863,0.0169861684,-0.008915187,0.0008233841,-0.031264692,Sell,2010W21
-12,-3,4,0,-11,1.2352,1.2675,1.2145,1.2573,-0.032147221,-0.016997167,0.0169861684,-0.008915187,0.0008233841,-0.031264692,-0.032147221,-0.016997167,-0.040306813,Hold,2010W20
-12,-3,4,0,-11,1.2935,1.3096,1.2355,1.2363,-0.018511579,-0.013415316,-0.031264692,-0.032147221,-0.016997167,-0.040306813,-0.018511579,-0.013415316,-0.006574033,Sell,2010W19
-12,-3,4,0,-11,1.3343,1.3343,1.2523,1.2762,-0.005441264,-0.045139154,-0.040306813,-0.018511579,-0.013415316,-0.006574033,-0.005441264,-0.045139154,-0.00837099,Sell,2010W18
-13,-3,4,0,-12,1.3347,1.3416,1.3115,1.3298,-0.00805915,-0.006589911,-0.006574033,-0.005441264,-0.045139154,-0.00837099,-0.00805915,-0.006589911,0,Sell,2010W17
-13,-3,4,0,-12,1.348,1.3525,1.3202,1.3386,-0.012341171,-0.020114303,-0.00837099,-0.00805915,-0.006589911,0,-0.012341171,-0.020114303,-0.000370261,Sell,2010W16
-13,-3,4,0,-12,1.3623,1.3694,1.3473,1.3499,0.0112990178,0.0144567427,0,-0.012341171,-0.020114303,-0.000370261,0.0112990178,0.0144567427,0.0067844628,Hold,2010W15
-13,-3,4,0,-12,1.3491,1.3541,1.3281,1.3499,-0.003825498,-0.007695756,-0.000370261,0.0112990178,0.0144567427,0.0067844628,-0.003825498,-0.007695756,-0.008940446,Sell,2010W14
-13,-3,4,0,-12,1.3488,1.3593,1.3384,1.3504,0.0015473033,0.0087428399,0.0067844628,-0.003825498,-0.007695756,-0.008940446,0.0015473033,0.0087428399,-0.016638814,Buy,2010W13
-12,-1,4,0,-9,1.3527,1.3572,1.3268,1.3413,-0.017945007,-0.017330766,-0.008940446,0.0015473033,0.0087428399,-0.016638814,-0.017945007,-0.017330766,0.010350903,Sell,2010W12
-12,-1,4,0,-9,1.3777,1.382,1.3502,1.3534,0.001594434,-0.002438123,-0.016638814,-0.017945007,-0.017330766,0.010350903,0.001594434,-0.002438123,-0.000293556,Hold,2010W11
-12,-1,4,0,-9,1.363,1.3798,1.3535,1.3763,0.004440562,0.0075932405,0.010350903,0.001594434,-0.002438123,-0.000293556,0.004440562,0.0075932405,0.0008079324,Buy,2010W10
-12,-1,4,0,-9,1.3625,1.3737,1.3433,1.3622,0.0032133207,-0.00133819,-0.000293556,0.004440562,0.0075932405,0.0008079324,0.0032133207,-0.00133819,-0.000220297,Hold,2010W09
-13,-1,3,0,-11,1.3638,1.3693,1.3451,1.3626,-0.007034083,0.0005951053,0.0008079324,0.0032133207,-0.00133819,-0.000220297,-0.007034083,0.0005951053,-0.003366511,Buy,2010W08
-13,-1,3,0,-11,1.3613,1.379,1.3443,1.3615,-0.003684705,-0.006577003,-0.000220297,-0.007034083,0.0005951053,-0.003366511,-0.003684705,-0.006577003,-0.014425851,Sell,2010W07
-13,-1,3,0,-11,1.3666,1.3841,1.3532,1.3618,-0.013330482,-0.00397468,-0.003366511,-0.003684705,-0.006577003,-0.014425851,-0.013330482,-0.00397468,-0.019380393,Sell,2010W06
-13,-1,3,0,-11,1.3864,1.4028,1.3586,1.3664,-0.011973517,-0.019839838,-0.014425851,-0.013330482,-0.00397468,-0.019380393,-0.011973517,-0.019839838,-0.017170664,Sell,2010W05
-14,-1,4,0,-11,1.416,1.4198,1.3861,1.3864,-0.014985431,-0.011763867,-0.019380393,-0.011973517,-0.019839838,-0.017170664,-0.014985431,-0.011763867,-0.001942691,Sell,2010W04
-14,-1,4,0,-11,1.4339,1.4414,1.4026,1.4138,-0.011724374,-0.021760357,-0.017170664,-0.014985431,-0.011763867,-0.001942691,-0.011724374,-0.021760357,0.0060728745,Sell,2010W03
-14,-1,4,0,-11,1.4433,1.4585,1.4338,1.4385,0.0069732118,0.0056814197,-0.001942691,-0.011724374,-0.021760357,0.0060728745,0.0069732118,0.0056814197,-0.004931583,Hold,2010W02
-14,-1,4,0,-11,1.4324,1.4484,1.4257,1.4413,0.0015904848,-0.001190977,0.0060728745,0.0069732118,0.0056814197,-0.004931583,0.0015904848,-0.001190977,0.0037649027,Hold,2010W01
-15,-2,7,0,-10,1.4305,1.4436,1.4217,1.4397,-0.017023015,-0.002945508,0.0037649027,0.0017317817,0.0040092847,-0.019147918,-0.017023015,-0.002945508,-0.015352502,Hold,2009W51
-15,-2,7,0,-10,1.4625,1.4686,1.4259,1.4343,-0.01482525,-0.022351731,-0.019147918,-0.017023015,-0.002945508,-0.015352502,-0.01482525,-0.022351731,-0.007750384,Sell,2009W50
-15,-2,7,0,-10,1.4853,1.4907,1.4585,1.4623,-0.015454726,-0.015790539,-0.015352502,-0.01482525,-0.022351731,-0.007750384,-0.015454726,-0.015790539,0.0071327636,Sell,2009W49
-15,-2,7,0,-10,1.501,1.5141,1.4819,1.4851,-0.00033012,-0.00060696,-0.007750384,-0.015454726,-0.015790539,0.0071327636,-0.00033012,-0.00060696,-0.003754106,Sell,2009W48
-17,-6,5,0,-18,1.486,1.5146,1.4828,1.4967,0.0085902644,0.002027301,0.0071327636,-0.00033012,-0.00060696,-0.003754106,0.0085902644,0.002027301,0.004579433,Buy,2009W47
-17,-6,5,0,-18,1.4924,1.5017,1.4798,1.4861,-0.002258986,-0.001619215,-0.003754106,0.0085902644,0.002027301,0.004579433,-0.002258986,-0.001619215,0.0089006659,Sell,2009W46
-17,-6,5,0,-18,1.4887,1.5051,1.4822,1.4917,0.008847778,0.0134700855,0.004579433,-0.002258986,-0.001619215,0.0089006659,0.008847778,0.0134700855,-0.018996201,Buy,2009W45
-17,-6,5,0,-18,1.4714,1.4919,1.4625,1.4849,-0.009625597,-0.004017979,0.0089006659,0.008847778,0.0134700855,-0.018996201,-0.009625597,-0.004017979,0.0065074467,Hold,2009W44
-14,-5,2,0,-17,1.5001,1.5064,1.4684,1.4718,0.0000663878,-0.009844909,-0.018996201,-0.009625597,-0.004017979,0.0065074467,0.0000663878,-0.009844909,0.0119484046,Hold,2009W43
-14,-5,2,0,-17,1.4895,1.5063,1.483,1.5003,0.0062124248,0.0103556343,0.0065074467,0.0000663878,-0.009844909,0.0119484046,0.0062124248,0.0103556343,0.0108427121,Buy,2009W42
-14,-5,2,0,-17,1.4725,1.497,1.4678,1.4906,0.0101214575,0.0065834591,0.0119484046,0.0062124248,0.0103556343,0.0108427121,0.0101214575,0.0065834591,-0.007897603,Buy,2009W41
-14,-5,2,0,-17,1.4593,1.482,1.4582,1.473,0.0065883312,0.0069051236,0.0108427121,0.0101214575,0.0065834591,-0.007897603,0.0065883312,0.0069051236,-0.001495581,Buy,2009W40
-14,-5,2,0,-17,1.47,1.4723,1.4482,1.4572,-0.008151442,-0.008557541,-0.007897603,0.0065883312,0.0069051236,-0.001495581,-0.008151442,-0.008557541,0.0096087852,Sell,2009W39
-13,-4,4,0,-13,1.469,1.4844,1.4607,1.4688,0.0050782043,0.006199628,-0.001495581,-0.008151442,-0.008557541,0.0096087852,0.0050782043,0.006199628,0.0193801161,Hold,2009W38
-13,-4,4,0,-13,1.4598,1.4769,1.4517,1.471,0.0090182414,0.0149618961,0.0096087852,0.0050782043,0.006199628,0.0193801161,0.0090182414,0.0149618961,-0.00041961,Buy,2009W37
-13,-4,4,0,-13,1.4311,1.4637,1.4303,1.457,0.0178720445,0.0088164762,0.0193801161,0.0090182414,0.0149618961,-0.00041961,0.0178720445,0.0088164762,-0.001675627,Buy,2009W36
-13,-4,4,0,-13,1.4308,1.438,1.4178,1.4293,-0.001874089,-0.002041247,-0.00041961,0.0178720445,0.0088164762,-0.001675627,-0.001874089,-0.002041247,0.0083069342,Sell,2009W35
-9,-6,1,0,-14,1.4344,1.4407,1.4207,1.4299,0.0020169704,0.0113903325,-0.001675627,-0.001874089,-0.002041247,0.0083069342,0.0020169704,0.0113903325,0.0011981957,Hold,2009W34
-9,-6,1,0,-14,1.4188,1.4378,1.4047,1.4323,0.0033496162,-0.002697906,0.0083069342,0.0020169704,0.0113903325,0.0011981957,0.0033496162,-0.002697906,-0.004350877,Hold,2009W33
-9,-6,1,0,-14,1.4176,1.433,1.4085,1.4205,-0.008235864,-0.004945249,0.0011981957,0.0033496162,-0.002697906,-0.004350877,-0.008235864,-0.004945249,0.0031678986,Hold,2009W32
-9,-6,1,0,-14,1.4269,1.4449,1.4155,1.4188,0.009995806,0.0104940034,-0.004350877,-0.008235864,-0.004945249,0.0031678986,0.009995806,0.0104940034,0.0075182637,Hold,2009W31
-6,-6,-1,0,-13,1.4228,1.4306,1.4008,1.425,0.0008395131,-0.007228916,0.0031678986,0.009995806,0.0104940034,0.0075182637,0.0008395131,-0.007228916,0.0119141606,Hold,2009W30
-6,-6,-1,0,-13,1.4117,1.4294,1.411,1.4205,0.0088932806,0.0152539934,0.0075182637,0.0008395131,-0.007228916,0.0119141606,0.0088932806,0.0152539934,-0.002219994,Buy,2009W29
-6,-6,-1,0,-13,1.3948,1.4168,1.3898,1.4099,0.00660746,0.0046989084,0.0119141606,0.0088932806,0.0152539934,-0.002219994,0.00660746,0.0046989084,-0.006333167,Buy,2009W28
-6,-6,-1,0,-13,1.3958,1.4075,1.3833,1.3933,-0.009081949,-0.006963388,-0.002219994,0.00660746,0.0046989084,-0.006333167,-0.009081949,-0.006963388,0.0078892634,Sell,2009W27
-6,-6,-1,0,-13,1.4065,1.4204,1.393,1.3964,0.0044551305,0.0075220599,-0.006333167,-0.009081949,-0.006963388,0.0078892634,0.0044551305,0.0075220599,-0.005775813,Hold,2009W26
-4,-4,-2,0,-10,1.3952,1.4141,1.3826,1.4053,0.0090623662,0.0055272727,0.0078892634,0.0044551305,0.0075220599,-0.005775813,0.0090623662,0.0055272727,0.0035062612,Buy,2009W25
-4,-4,-2,0,-10,1.3989,1.4014,1.375,1.3943,-0.011706629,-0.004056207,-0.005775813,0.0090623662,0.0055272727,0.0035062612,-0.011706629,-0.004056207,-0.012646602,Sell,2009W24
-4,-4,-2,0,-10,1.3945,1.418,1.3806,1.4024,-0.011157601,-0.009115051,0.0035062612,-0.011706629,-0.004056207,-0.012646602,-0.011157601,-0.009115051,0.0114334715,Hold,2009W23
-4,-4,-2,0,-10,1.4125,1.434,1.3933,1.3975,0.0119257639,0.0101500761,-0.012646602,-0.011157601,-0.009115051,0.0114334715,0.0119257639,0.0101500761,0.0368998222,Hold,2009W22
0,-3,-2,0,-5,1.4035,1.4171,1.3793,1.4154,0.0083967836,0.0275646279,0.0114334715,0.0119257639,0.0101500761,0.0368998222,0.0083967836,0.0275646279,-0.011064703,Buy,2009W21
0,-3,-2,0,-5,1.3487,1.4053,1.3423,1.3994,0.0238979964,-0.003045157,0.0368998222,0.0083967836,0.0275646279,-0.011064703,0.0238979964,-0.003045157,0.0287200362,Hold,2009W20
0,-3,-2,0,-5,1.3649,1.3725,1.3464,1.3496,0.0054208483,0.0193050193,-0.011064703,0.0238979964,-0.003045157,0.0287200362,0.0054208483,0.0193050193,0.0008298755,Hold,2009W19
0,-3,-2,0,-5,1.3285,1.3651,1.3209,1.3647,0.0197206245,0.0188198997,0.0287200362,0.0054208483,0.0193050193,0.0008298755,0.0197206245,0.0188198997,0.0164097845,Buy,2009W18
0,-3,-2,0,-5,1.3243,1.3387,1.2965,1.3266,0.0062387252,0.0061306845,0.0008298755,0.0197206245,0.0188198997,0.0164097845,0.0062387252,0.0061306845,-0.011146497,Buy,2009W17
0,0,0,0,0,1.3048,1.3304,1.2886,1.3255,-0.006719427,-0.010215838,0.0164097845,0.0062387252,0.0061306845,-0.011146497,-0.006719427,-0.010215838,-0.021879404,Hold,2009W16
0,0,0,0,0,1.319,1.3394,1.3019,1.3041,-0.013987044,-0.005499962,-0.011146497,-0.006719427,-0.010215838,-0.021879404,-0.013987044,-0.005499962,0.0136831817,Sell,2009W15
0,0,0,0,0,1.3512,1.3584,1.3091,1.3188,0.0048080479,-0.001753851,-0.021879404,-0.013987044,-0.005499962,0.0136831817,0.0048080479,-0.001753851,-0.020761246,Hold,2009W14
0,0,0,0,0,1.3227,1.3519,1.3114,1.3483,-0.015941185,-0.010861367,0.0136831817,0.0048080479,-0.001753851,-0.020761246,-0.015941185,-0.010861367,0.0509090909,Hold,2009W13
0,-1,0,0,-1,1.3634,1.3738,1.3258,1.3301,-0.00014556,0.0327958246,-0.020761246,-0.015941185,-0.010861367,0.0509090909,-0.00014556,0.0327958246,0.022466577,Sell,2009W12
0,-1,0,0,-1,1.2886,1.374,1.2837,1.3583,0.0602669959,0.0225426159,0.0509090909,-0.00014556,0.0327958246,0.022466577,0.0602669959,0.0225426159,-0.002210119,Buy,2009W11
0,-1,0,0,-1,1.2669,1.2959,1.2554,1.2925,0.0159937279,0.0078676943,0.022466577,0.0602669959,0.0225426159,-0.002210119,0.0159937279,0.0078676943,-0.013548236,Buy,2009W10
0,-1,0,0,-1,1.2626,1.2755,1.2456,1.2641,-0.018241995,-0.01166389,-0.002210119,0.0159937279,0.0078676943,-0.013548236,-0.018241995,-0.01166389,-0.00147722,Sell,2009W09
0,-3,0,0,-3,1.2796,1.2992,1.2603,1.2669,0.0083042297,0.0071120345,-0.013548236,-0.018241995,-0.01166389,-0.00147722,0.0083042297,0.0071120345,-0.005489832,Hold,2009W08
0,-3,0,0,-3,1.279,1.2885,1.2514,1.2843,-0.016036655,-0.016272306,-0.00147722,0.0083042297,0.0071120345,-0.005489832,-0.016036655,-0.016272306,0.0118134877,Sell,2009W07
0,-3,0,0,-3,1.2961,1.3095,1.2721,1.2862,0.0017594859,0.0011017549,-0.005489832,-0.016036655,-0.016272306,0.0118134877,0.0017594859,0.0011017549,-0.016163793,Hold,2009W06
0,-3,0,0,-3,1.277,1.3072,1.2707,1.2933,-0.0194284,-0.005556425,0.0118134877,0.0017594859,0.0011017549,-0.016163793,-0.0194284,-0.005556425,-0.023451594,Hold,2009W05
0,1,0,2,3,1.2971,1.3331,1.2778,1.2782,-0.004257544,0.0009399969,-0.016163793,-0.0194284,-0.005556425,-0.023451594,-0.004257544,0.0009399969,-0.010119048,Sell,2009W04
0,1,0,2,3,1.3328,1.3388,1.2766,1.2992,-0.006530128,-0.01996008,-0.023451594,-0.004257544,0.0009399969,-0.010119048,-0.006530128,-0.01996008,-0.031630521,Sell,2009W03
0,1,0,2,3,1.3474,1.3476,1.3026,1.3304,-0.035085207,-0.021410863,-0.010119048,-0.006530128,-0.01996008,-0.031630521,-0.035085207,-0.021410863,-0.013083979,Sell,2009W02
0,1,0,2,3,1.3904,1.3966,1.3311,1.344,-0.027708159,-0.038222543,-0.031630521,-0.035085207,-0.021410863,-0.013083979,-0.027708159,-0.038222543,0.0103455708,Sell,2009W01
0,4,0,0,4,1.3934,1.4126,1.3901,1.4063,-0.04048363,0.0399491285,0.0103455708,0.0168483647,-0.004388174,0.0408285351,-0.04048363,0.0399491285,0.0500157035,Buy,2008W51
0,4,0,0,4,1.337,1.4722,1.3367,1.3919,0.0972646642,0.0511126838,0.0408285351,-0.04048363,0.0399491285,0.0500157035,0.0972646642,0.0511126838,0.0029925973,Buy,2008W50
